Period,Phase,GameTime,SecondsSinceStart,Player,Group,XLoc,YLoc,EventName,ChatText,BlueNear,RedNear,CaptureType,CaptureResult,DestinationX,DestinationY,PotX,PotY,TransferType,TransferTarget,TransferAmount,OtherInfo
1,hunting,32,3.662,Blue,1,5000,870,New Destination,,,,,,4535,727,
1,hunting,32,3.961,Blue,1,5000,870,New Destination,,,,,,4428,703,
1,hunting,31,4.191,Blue,1,4916,786,New Destination,,,,,,4381,711,
1,hunting,31,4.445,Blue,1,4916,786,New Destination,,,,,,4320,660,
1,hunting,31,4.929,Blue,1,4916,786,New Destination,,,,,,4204,622,
1,hunting,30,5.507,Blue,1,4730.5,632,New Destination,,,,,,4064,601,
1,hunting,29,6.476,Blue,1,4594,601,New Destination,,,,,,3937,601,
1,hunting,23,12.332,Blue,1,3937,601,New Destination,,,,,,3712,485,
1,hunting,23,12.469,Blue,1,3937,601,New Destination,,,,,,3481,509,
1,hunting,23,12.678,Blue,1,3937,601,New Destination,,,,,,3388,528,
1,hunting,23,12.898,Blue,1,3937,601,New Destination,,,,,,3309,529,
1,hunting,22,13.472,Red,1,5000,870,New Destination,,,,,,4629,734,
1,hunting,22,13.68,Red,1,5000,870,New Destination,,,,,,4448,714,
1,hunting,22,13.927,Red,1,5000,870,New Destination,,,,,,4344,670,
1,hunting,22,14.161,Red,1,5000,870,New Destination,,,,,,4268,657,
1,hunting,21,14.36,Red,1,4863.5,733.5,New Destination,,,,,,4227,631,
1,hunting,21,14.644,Red,1,4863.5,733.5,New Destination,,,,,,4168,590,
1,hunting,20,15.401,Blue,1,3387.5,529,New Destination,,,,,,2745,465,
1,hunting,20,15.694,Blue,1,3387.5,529,New Destination,,,,,,2687,478,
1,hunting,20,16.01,Blue,1,3387.5,529,New Destination,,,,,,2631,507,
1,hunting,18,17.722,Red,1,4293,590,New Destination,,,,,,3972,635,
1,hunting,17,18.327,Red,1,4100.5,635,New Destination,,,,,,3479,656,
1,hunting,16,20.244,Blue,1,2631,507,Capture,,,,Large,Fail,
1,hunting,15,20.385,Red,1,3708.5,656,New Destination,,,,,,3161,426,
1,hunting,11,24.385,Red,1,3161,426,New Destination,,,,,,2931,405,
1,hunting,10,26.276,Blue,1,2631,507,Capture,,,,Large,Fail,
1,hunting,9,26.517,Red,1,2931,405,Capture,,,,Large,Fail,
1,hunting,8,27.687,Red,1,2931,405,New Destination,,,,,,2586,373,
1,hunting,8,28.059,Red,1,2931,405,New Destination,,,,,,2505,358,
1,hunting,8,28.293,Red,1,2931,405,New Destination,,,,,,2459,457,
1,hunting,7,28.493,Red,1,2798,382.5,New Destination,,,,,,2441,550,
1,hunting,7,28.967,Red,1,2798,382.5,New Destination,,,,,,2312,467,
1,hunting,7,29.226,Red,1,2798,382.5,New Destination,,,,,,2242,524,
1,hunting,7,29.4,Red,1,2798,382.5,New Destination,,,,,,2181,552,
1,hunting,6,29.733,Red,1,2605.5,502,New Destination,,,,,,2117,505,
1,hunting,6,30.009,Red,1,2605.5,502,New Destination,,,,,,2061,406,
1,hunting,5,31.151,Blue,1,2631,507,Capture,,,,Large,Success,
1,hunting,5,31.376,Red,1,2413,428,New Destination,,,,,,1914,416,
1,hunting,3,32.726,Red,1,2010.5,416,Capture,,,,Large,Fail,
1,hunting,3,33.426,Red,1,1954.5,416,New Destination,,,,,,1388,701,
1,trading,30,35.499,Blue,1,2631,507,New Destination,,,,,,3560,507,
1,trading,30,35.499,Red,1,1714.5,615.5,New Destination,,,,,,3560,701,
1,trading,24,42.533,Blue,1,3560,507,New Destination,,,,,,3913,477,
1,trading,19,47.352,Red,1,3560,701,Stun,,,,,,,,,,,Blue,,
1,trading,17,49.302,Red,1,3560,701,Tug Start,,,,,,,,,,,Blue,,
1,trading,9,57.601,Red,1,3860,701,Tug Yield,,,,,,,,,,,Blue,,
1,trading,7,59.382,Blue,1,3460,701,New Destination,,,,,,3700,553,
2,hunting,22,113.954,Red,1,3860,701,New Destination,,,,,,3943,534,
2,hunting,22,114.288,Red,1,3860,701,New Destination,,,,,,3687,657,
2,hunting,22,114.488,Red,1,3860,701,New Destination,,,,,,3601,696,
2,hunting,21,114.794,Red,1,3860,678,New Destination,,,,,,3436,633,
2,hunting,21,114.988,Red,1,3860,678,New Destination,,,,,,3399,566,
2,hunting,21,115.404,Red,1,3860,678,New Destination,,,,,,3293,543,
2,hunting,20,115.607,Red,1,3660.5,543,New Destination,,,,,,3249,515,
2,hunting,20,116.004,Red,1,3660.5,543,New Destination,,,,,,3177,507,
2,hunting,20,116.215,Red,1,3660.5,543,New Destination,,,,,,3138,504,
2,hunting,19,116.837,Red,1,3471.5,504,New Destination,,,,,,3016,504,
2,hunting,19,117.204,Red,1,3471.5,504,New Destination,,,,,,2949,505,
2,hunting,18,117.638,Red,1,3275.5,505,New Destination,,,,,,2848,531,
2,hunting,18,117.887,Red,1,3275.5,505,New Destination,,,,,,2796,557,
2,hunting,18,118.371,Red,1,3275.5,505,New Destination,,,,,,2764,512,
2,hunting,16,119.721,Red,1,2883.5,512,New Destination,,,,,,2694,637,
2,hunting,15,120.82,Red,1,2694,637,Capture,,,,Large,Fail,
2,hunting,15,121.404,Red,1,2694,637,New Destination,,,,,,2981,622,
2,hunting,14,121.691,Red,1,2750,622,New Destination,,,,,,2591,416,
2,hunting,14,121.891,Red,1,2750,622,New Destination,,,,,,2466,441,
2,hunting,14,122.087,Red,1,2750,622,New Destination,,,,,,2372,487,
2,hunting,14,122.287,Red,1,2750,622,New Destination,,,,,,2287,474,
2,hunting,14,122.471,Red,1,2750,622,New Destination,,,,,,2230,474,
2,hunting,14,122.671,Red,1,2750,622,New Destination,,,,,,2200,518,
2,hunting,13,122.854,Red,1,2557.5,481,New Destination,,,,,,2169,572,
2,hunting,13,123.32,Red,1,2557.5,481,New Destination,,,,,,2050,531,
2,hunting,13,123.537,Red,1,2557.5,481,New Destination,,,,,,2000,481,
2,hunting,12,123.821,Red,1,2375.5,503,New Destination,,,,,,1941,481,
2,hunting,12,124.004,Red,1,2375.5,503,New Destination,,,,,,1900,517,
2,hunting,12,124.454,Red,1,2375.5,503,New Destination,,,,,,1798,489,
2,hunting,11,124.754,Red,1,2183,489,New Destination,,,,,,1732,452,
2,hunting,11,125.004,Red,1,2183,489,New Destination,,,,,,1678,464,
2,hunting,11,125.204,Red,1,2183,489,New Destination,,,,,,1635,498,
2,hunting,11,125.504,Red,1,2183,489,New Destination,,,,,,1580,533,
2,hunting,10,125.787,Red,1,1987,533,New Destination,,,,,,1522,562,
2,hunting,10,126.103,Red,1,1987,533,New Destination,,,,,,1451,504,
2,hunting,8,128.47,Red,1,1588,504,Capture,,,,Large,Fail,
2,hunting,7,129.07,Red,1,1451,504,New Destination,,,,,,1204,469,
2,hunting,7,129.312,Red,1,1451,504,New Destination,,,,,,1104,500,
2,hunting,7,129.503,Red,1,1451,504,New Destination,,,,,,1017,546,
2,hunting,6,129.903,Red,1,1307.5,546,New Destination,,,,,,858,526,
2,hunting,6,130.189,Red,1,1307.5,546,New Destination,,,,,,784,512,
2,hunting,6,130.537,Red,1,1307.5,546,New Destination,,,,,,712,556,
2,hunting,5,130.808,Red,1,1118.5,556,New Destination,,,,,,700,638,
2,hunting,5,131.203,Red,1,1118.5,556,New Destination,,,,,,564,581,
2,hunting,5,131.453,Red,1,1118.5,556,New Destination,,,,,,496,420,
2,hunting,5,131.753,Red,1,1118.5,556,New Destination,,,,,,436,353,
2,hunting,2,134.186,Blue,1,3700,553,New Destination,,,,,,3068,589,
2,hunting,2,134.469,Blue,1,3700,553,New Destination,,,,,,3127,574,
2,hunting,2,134.734,Blue,1,3700,553,New Destination,,,,,,2998,565,
2,hunting,1,135.033,Red,1,436,353,Capture,,,,Large,Fail,
2,hunting,1,135.37,Blue,1,3623,565,New Destination,,,,,,2941,558,
2,trading,30,135.904,Red,1,436,353,New Destination,,,,,,3560,353,
2,trading,30,136.2,Blue,1,3504,558,New Destination,,,,,,2859,589,
2,trading,29,137.033,Blue,1,3371,589,New Destination,,,,,,3380,589,
2,trading,29,137.803,Blue,1,3371,589,New Destination,,,,,,3487,495,
2,trading,28,138.599,Blue,1,3390.5,578.5,New Destination,,,,,,3725,557,
3,hunting,26,189.332,Red,1,3560,353,New Destination,,,,,,4128,728,
