Period,Phase,GameTime,SecondsSinceStart,Player,Group,XLoc,YLoc,EventName,ChatText,BlueNear,RedNear,CaptureType,CaptureResult,DestinationX,DestinationY,PotX,PotY,TransferType,TransferTarget,TransferAmount,OtherInfo
3,hunting,25,190.065,Red,1,3598.5,391.5,New Destination,,,,,,3946,363,
3,hunting,24,190.867,Red,1,3763,363,New Destination,,,,,,3512,403,
3,hunting,24,191.1,Red,1,3763,363,New Destination,,,,,,3374,405,
3,hunting,23,191.9,Red,1,3647.5,405,New Destination,,,,,,3191,393,
3,hunting,22,192.816,Red,1,3455,393,New Destination,,,,,,3003,388,
3,hunting,20,194.866,Red,1,3056,388,New Destination,,,,,,2587,439,
3,hunting,20,195.466,Red,1,3056,388,New Destination,,,,,,2468,539,
3,hunting,19,195.733,Red,1,2853,484.5,New Destination,,,,,,2393,617,
3,hunting,19,196.216,Red,1,2853,484.5,New Destination,,,,,,2256,589,
3,hunting,18,197.099,Red,1,2657,589,New Destination,,,,,,2268,712,
3,hunting,16,199.066,Red,1,2268,712,Capture,,,,Large,Fail,
3,hunting,15,200.166,Red,1,2268,712,New Destination,,,,,,1963,604,
3,hunting,13,201.899,Red,1,1963,604,Capture,,,,Large,Fail,
3,hunting,13,202.282,Red,1,1963,604,New Destination,,,,,,1553,514,
3,hunting,13,202.666,Red,1,1963,604,New Destination,,,,,,1464,512,
3,hunting,12,203.116,Red,1,1865,512,New Destination,,,,,,1376,502,
3,hunting,12,203.482,Red,1,1865,512,New Destination,,,,,,1309,503,
3,hunting,11,203.966,Red,1,1669,503,New Destination,,,,,,1219,506,
3,hunting,10,205.016,Red,1,1476.5,506,New Destination,,,,,,1243,645,
3,hunting,10,205.366,Red,1,1476.5,506,New Destination,,,,,,1226,690,
3,hunting,9,206.465,Red,1,1277,670.5,Capture,,,,Large,Fail,
3,hunting,9,206.765,Red,1,1226,690,New Destination,,,,,,950,589,
3,hunting,8,207.232,Red,1,1208.5,672.5,New Destination,,,,,,853,490,
3,hunting,8,207.649,Red,1,1208.5,672.5,New Destination,,,,,,770,409,
3,hunting,7,208.082,Red,1,1016,480,New Destination,,,,,,618,379,
3,hunting,7,208.449,Red,1,1016,480,New Destination,,,,,,543,339,
3,hunting,7,208.849,Red,1,1016,480,New Destination,,,,,,484,359,
3,hunting,6,209.265,Red,1,823.5,346,New Destination,,,,,,397,395,
3,hunting,6,209.615,Red,1,823.5,346,New Destination,,,,,,338,438,
3,hunting,5,210.182,Red,1,627.5,438,New Destination,,,,,,230,480,
3,hunting,5,210.682,Red,1,627.5,438,New Destination,,,,,,577,596,
3,hunting,4,210.965,Red,1,522.5,525.5,New Destination,,,,,,790,609,
3,hunting,3,212.429,Blue,1,3725,557,New Destination,,,,,,3275,612,
3,hunting,3,212.661,Blue,1,3725,557,New Destination,,,,,,3192,627,
3,hunting,2,213.062,Blue,1,3669,613,New Destination,,,,,,3078,593,
3,hunting,1,214.798,Blue,1,3539.5,593,New Destination,,,,,,3041,395,
3,trading,30,214.97,Blue,1,3539.5,593,New Destination,,,,,,3560,395,
3,trading,30,214.97,Red,1,790,609,New Destination,,,,,,3560,609,
3,trading,30,215.067,Blue,1,3403,558,New Destination,,,,,,2996,468,
3,trading,30,215.432,Blue,1,3403,558,New Destination,,,,,,3380,468,
3,trading,29,216.448,Blue,1,3380,468,New Destination,,,,,,3490,341,
