Period,Phase,GameTime,SecondsSinceStart,Player,Group,XLoc,YLoc,EventName,ChatText,BlueNear,RedNear,YellowNear,CaptureType,CaptureResult,DestinationX,DestinationY,PotX,PotY,TransferType,TransferTarget,TransferAmount,OtherInfo
1,hunting,68,2.9382938,Yellow,1,5000,870,New Destination,,,,,,,5235,711,
1,hunting,65,5.9075907,Red,1,5000,870,New Destination,,,,,,,4876,760,
1,hunting,64,7.0537053,Red,1,4965,835,New Destination,,,,,,,4906,556,
1,hunting,63,7.8547854,Red,1,4886.5,749.5,New Destination,,,,,,,4795,444,
1,hunting,57,13.981398,Blue,1,5000,870,New Destination,,,,,,,4887,698,
1,hunting,55,15.571557,Blue,1,4887,698,New Destination,,,,,,,4745,802,
1,hunting,55,16.0386037,Blue,1,4887,698,New Destination,,,,,,,4701,673,
1,hunting,47,24.2884286,Blue,1,4701,673,New Destination,,,,,,,4220,570,
1,hunting,46,24.682468,Blue,1,4690.5,662.5,New Destination,,,,,,,4189,637,
1,hunting,46,25.1055103,Blue,1,4690.5,662.5,New Destination,,,,,,,4512,772,
1,hunting,45,26.1236121,Blue,1,4512,686,New Destination,,,,,,,4608,599,
