Period,Phase,GameTime,SecondsSinceStart,Player,Group,XLoc,YLoc,EventName,ChatText,BlueNear,CaptureType,CaptureResult,DestinationX,DestinationY,PotX,PotY,TransferType,TransferTarget,TransferAmount,OtherInfo
1,hunting,9,1.214,Blue,1,5000,870,New Destination,,,,,4818,615,
1,hunting,9,1.65,Blue,1,5000,870,New Destination,,,,,4885,495,
1,hunting,9,1.893,Blue,1,5000,870,New Destination,,,,,4984,430,
1,hunting,3,7.942,Blue,1,4984,430,New Destination,,,,,5133,170,
1,hunting,2,8.576,Blue,1,5019,395,New Destination,,,,,5347,295,
1,hunting,2,8.825,Blue,1,5019,395,New Destination,,,,,5401,413,
1,hunting,1,9.875,Blue,1,5211.5,354.5,New Destination,,,,,5104,454,
1,trading,4,11.425,Blue,1,5104,454,New Destination,,,,,4978,560,
1,interim,1,20.512,Blue,1,4978,560,New Destination,,,,,4835,620,
2,hunting,1,27.124,Blue,1,4835,620,New Destination,,,,,4717,529,
2,trading,5,27.558,Blue,1,4786,571,New Destination,,,,,4668,557,
2,trading,5,28.277,Blue,1,4786,571,New Destination,,,,,4543,665,
2,trading,4,28.858,Blue,1,4643.5,581.5,New Destination,,,,,4436,791,
2,trading,4,29.258,Blue,1,4643.5,581.5,New Destination,,,,,4195,630,
2,trading,2,30.541,Blue,1,4262,630,New Destination,,,,,3949,450,
2,trading,1,31.444,Blue,1,4076.5,465.5,New Destination,,,,,3858,502,
2,trading,1,32.007,Blue,1,4076.5,465.5,New Destination,,,,,3793,640,
2,interim,2,38.624,Blue,1,3793,640,New Destination,,,,,3944,488,
2,interim,2,39.432,Blue,1,3793,640,New Destination,,,,,4203,490,
2,interim,1,40.257,Blue,1,3964.5,490,New Destination,,,,,4306,608,
