Period,PlayerA,PlayerB,ColorA,ColorB,AmountSentA->B,AmountTakeA<-B,TimesTakenA<-B,TotalAmountSentA->B,TotalAmountTakeA<-B,TotalTimesTakenA<-B,AmountCapturedA,SideA,HealthA,TotalSideLeftA,TotalSideRightA,TotalTimeSentA->B>18,AmountSentA->Others,AmountTakeA<-Others,TimesTakenA<-Others,AmountSentOthers->A,AmountTakeOthers<-A,TimesTakenOthers<-A,TotalAmountSentA->Others,TotalAmountTakeA<-Others,TotalTimesTakenA<-Others,TotalAmountSentOthers->A,TotalAmountTakeOthers<-A,TotalTimesTakenOthers<-A,AmountSentB->A,AmountTakeB<-A,TimesTakenB<-A,TotalAmountSentB->A,TotalAmountTakeB<-A,TotalTimesTakenB<-A,AmountCapturedB,SideB,HealthB,TotalSideLeftB,TotalSideRightB,TotalTimeSentB->A>18,AmountSentB->Others,AmountTakeB<-Others,TimesTakenB<-Others,AmountSentOthers->B,AmountTakeOthers<-B,TimesTakenOthers<-B,TotalAmountSentB->Others,TotalAmountTakeB<-Others,TotalTimesTakenB<-Others,TotalAmountSentOthers->B,TotalAmountTakeOthers<-B,TotalTimesTakeOthers<-B,APotNearBPot,HealthLostAFromB,HealthLostBFromA,TugsStartedA->B,TugsStartedA<-B,TimesAHelpedBTug,TimesBHelpedATug,TimesAHurtBTug,TimesBHurtATug,HealthALostForB,HealthBLostForA
3,5,3,Purple,Yellow,0,0,0,0,0,0,48,left,81.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,left,100,48,0,0,0,12,1,0,0,0,0,0,0,12,22,2,false,0,0,0,0,0,0,0,0,0,0,
3,5,4,Purple,Green,0,0,0,0,0,0,48,left,81.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,left,64.5,72,0,0,30,18,1,0,12,1,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
3,5,6,Purple,Orange,0,0,0,0,0,0,48,left,81.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,left,81.5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,11,11,1,0,0,0,0,0,0,0,
3,6,1,Orange,Blue,0,0,0,0,0,0,24,left,81.5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,left,100,24,0,0,12,0,0,30,18,1,12,12,1,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
3,6,2,Orange,Red,0,0,0,0,0,0,24,left,81.5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,left,89,48,0,0,0,0,0,12,0,0,0,10,1,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
3,6,3,Orange,Yellow,0,0,0,0,0,0,24,left,81.5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,left,100,48,0,0,0,12,1,0,0,0,0,0,0,12,22,2,false,0,0,0,0,0,0,0,0,0,0,
3,6,4,Orange,Green,0,0,0,0,0,0,24,left,81.5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,left,64.5,72,0,0,30,18,1,0,12,1,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
3,6,5,Orange,Purple,0,0,0,0,0,0,24,left,81.5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,left,81.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,11,11,0,1,0,0,0,0,0,0,
4,1,2,Blue,Red,0,0,0,12,0,0,24,left,100,48,0,0,0,0,0,18,0,0,24,12,1,30,18,1,0,0,0,0,0,0,24,left,91.5,48,0,0,0,0,0,0,0,0,0,10,1,12,0,0,false,0,0,0,0,0,0,0,0,0,0,
4,1,3,Blue,Yellow,0,0,0,12,12,1,24,left,100,48,0,0,0,0,0,18,0,0,24,12,1,30,18,1,0,0,0,0,0,0,0,left,85,48,0,0,0,0,0,0,0,0,0,12,1,12,22,2,false,0,0,0,0,0,0,0,0,0,0,
4,1,4,Blue,Green,0,0,0,0,0,0,24,left,100,48,0,0,0,0,0,18,0,0,24,12,1,30,18,1,18,0,0,30,18,1,24,left,57,96,0,0,18,0,0,0,0,0,30,18,1,0,12,1,false,0,0,0,0,0,0,0,0,0,0,
4,1,5,Blue,Purple,0,0,0,0,0,0,24,left,100,48,0,0,0,0,0,18,0,0,24,12,1,30,18,1,0,0,0,0,0,0,24,left,80.5,96,0,0,0,12,1,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
4,1,6,Blue,Orange,0,0,0,0,0,0,24,left,100,48,0,0,0,0,0,18,0,0,24,12,1,30,18,1,0,0,0,0,0,0,72,left,80.5,96,0,0,0,0,0,0,12,1,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
4,2,1,Red,Blue,0,0,0,0,0,0,24,left,91.5,48,0,0,0,0,0,0,0,0,0,10,1,12,0,0,0,0,0,12,0,0,24,left,100,48,0,0,0,0,0,18,0,0,24,12,1,30,18,1,false,0,0,0,0,0,0,0,0,0,0,
4,2,3,Red,Yellow,0,0,0,0,10,1,24,left,91.5,48,0,0,0,0,0,0,0,0,0,10,1,12,0,0,0,0,0,0,0,0,0,left,85,48,0,0,0,0,0,0,0,0,0,12,1,12,22,2,false,1.5,1.5,0,2,0,0,0,0,0,0,
4,2,4,Red,Green,0,0,0,0,0,0,24,left,91.5,48,0,0,0,0,0,0,0,0,0,10,1,12,0,0,0,0,0,0,0,0,24,left,57,96,0,0,18,0,0,0,0,0,30,18,1,0,12,1,false,0,0,0,0,0,0,0,1,0,0,
4,2,5,Red,Purple,0,0,0,0,0,0,24,left,91.5,48,0,0,0,0,0,0,0,0,0,10,1,12,0,0,0,0,0,0,0,0,24,left,80.5,96,0,0,0,12,1,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
4,2,6,Red,Orange,0,0,0,0,0,0,24,left,91.5,48,0,0,0,0,0,0,0,0,0,10,1,12,0,0,0,0,0,0,0,0,72,left,80.5,96,0,0,0,0,0,0,12,1,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
4,3,1,Yellow,Blue,0,0,0,0,0,0,0,left,85,48,0,0,0,0,0,0,0,0,0,12,1,12,22,2,0,0,0,12,12,1,24,left,100,48,0,0,0,0,0,18,0,0,24,12,1,30,18,1,false,0,0,0,0,0,0,0,0,0,0,
4,3,2,Yellow,Red,0,0,0,0,0,0,0,left,85,48,0,0,0,0,0,0,0,0,0,12,1,12,22,2,0,0,0,0,10,1,24,left,91.5,48,0,0,0,0,0,0,0,0,0,10,1,12,0,0,false,1.5,1.5,2,0,0,0,0,0,0,0,
4,3,4,Yellow,Green,0,0,0,0,12,1,0,left,85,48,0,0,0,0,0,0,0,0,0,12,1,12,22,2,0,0,0,0,0,0,24,left,57,96,0,0,18,0,0,0,0,0,30,18,1,0,12,1,false,5.5,5.5,2,0,0,1,0,0,0,0,
4,3,5,Yellow,Purple,0,0,0,0,0,0,0,left,85,48,0,0,0,0,0,0,0,0,0,12,1,12,22,2,0,0,0,0,0,0,24,left,80.5,96,0,0,0,12,1,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
4,3,6,Yellow,Orange,0,0,0,0,0,0,0,left,85,48,0,0,0,0,0,0,0,0,0,12,1,12,22,2,0,0,0,0,0,0,72,left,80.5,96,0,0,0,0,0,0,12,1,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
4,4,1,Green,Blue,18,0,0,30,18,1,24,left,57,96,0,0,18,0,0,0,0,0,30,18,1,0,12,1,0,0,0,0,0,0,24,left,100,48,0,0,0,0,0,18,0,0,24,12,1,30,18,1,false,0,0,0,0,0,0,0,0,0,0,
4,4,2,Green,Red,0,0,0,0,0,0,24,left,57,96,0,0,18,0,0,0,0,0,30,18,1,0,12,1,0,0,0,0,0,0,24,left,91.5,48,0,0,0,0,0,0,0,0,0,10,1,12,0,0,false,0,0,0,0,0,0,1,0,0,0,
4,4,3,Green,Yellow,0,0,0,0,0,0,24,left,57,96,0,0,18,0,0,0,0,0,30,18,1,0,12,1,0,0,0,0,12,1,0,left,85,48,0,0,0,0,0,0,0,0,0,12,1,12,22,2,false,5.5,5.5,0,2,1,0,0,0,0,0,
4,4,5,Green,Purple,0,0,0,0,0,0,24,left,57,96,0,0,18,0,0,0,0,0,30,18,1,0,12,1,0,0,0,0,0,0,24,left,80.5,96,0,0,0,12,1,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
4,4,6,Green,Orange,0,0,0,0,0,0,24,left,57,96,0,0,18,0,0,0,0,0,30,18,1,0,12,1,0,0,0,0,0,0,72,left,80.5,96,0,0,0,0,0,0,12,1,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
4,5,1,Purple,Blue,0,0,0,0,0,0,24,left,80.5,96,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,left,100,48,0,0,0,0,0,18,0,0,24,12,1,30,18,1,false,0,0,0,0,0,0,0,0,0,0,
4,5,2,Purple,Red,0,0,0,0,0,0,24,left,80.5,96,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,left,91.5,48,0,0,0,0,0,0,0,0,0,10,1,12,0,0,false,0,0,0,0,0,0,0,0,0,0,
4,5,3,Purple,Yellow,0,0,0,0,0,0,24,left,80.5,96,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,left,85,48,0,0,0,0,0,0,0,0,0,12,1,12,22,2,false,0,0,0,0,0,0,0,0,0,0,
4,5,4,Purple,Green,0,0,0,0,0,0,24,left,80.5,96,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,left,57,96,0,0,18,0,0,0,0,0,30,18,1,0,12,1,false,0,0,0,0,0,0,0,0,0,0,
4,5,6,Purple,Orange,0,12,1,0,0,0,24,left,80.5,96,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,left,80.5,96,0,0,0,0,0,0,12,1,0,0,0,0,0,0,false,5,5,1,1,0,0,0,0,0,0,
4,6,1,Orange,Blue,0,0,0,0,0,0,72,left,80.5,96,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,24,left,100,48,0,0,0,0,0,18,0,0,24,12,1,30,18,1,false,0,0,0,0,0,0,0,0,0,0,
4,6,2,Orange,Red,0,0,0,0,0,0,72,left,80.5,96,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,24,left,91.5,48,0,0,0,0,0,0,0,0,0,10,1,12,0,0,false,0,0,0,0,0,0,0,0,0,0,
4,6,3,Orange,Yellow,0,0,0,0,0,0,72,left,80.5,96,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,left,85,48,0,0,0,0,0,0,0,0,0,12,1,12,22,2,false,0,0,0,0,0,0,0,0,0,0,
4,6,4,Orange,Green,0,0,0,0,0,0,72,left,80.5,96,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,24,left,57,96,0,0,18,0,0,0,0,0,30,18,1,0,12,1,false,0,0,0,0,0,0,0,0,0,0,
4,6,5,Orange,Purple,0,0,0,0,0,0,72,left,80.5,96,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,12,1,0,0,0,24,left,80.5,96,0,0,0,12,1,0,0,0,0,0,0,0,0,0,false,5,5,1,1,0,0,0,0,0,0,
5,1,2,Blue,Red,0,0,0,12,0,0,24,left,100,72,0,0,12,0,0,0,0,0,24,12,1,48,18,1,0,0,0,0,0,0,0,left,90.5,72,0,0,0,12,1,0,0,0,0,10,1,12,0,0,false,0,0,0,0,0,0,0,0,0,0,
5,1,3,Blue,Yellow,0,0,0,12,12,1,24,left,100,72,0,0,12,0,0,0,0,0,24,12,1,48,18,1,0,0,0,0,0,0,48,left,83.5,48,0,0,0,0,0,0,12,1,0,12,1,12,22,2,false,0,0,0,0,0,0,0,0,0,0,
5,1,4,Blue,Green,12,0,0,0,0,0,24,left,100,72,0,0,12,0,0,0,0,0,24,12,1,48,18,1,0,0,0,48,18,1,0,left,59.5,120,0,0,0,0,0,12,0,0,48,18,1,0,12,1,false,1,1,0,1,0,0,0,0,0,0,
5,1,5,Blue,Purple,0,0,0,0,0,0,24,left,100,72,0,0,12,0,0,0,0,0,24,12,1,48,18,1,0,0,0,0,0,0,48,left,62,120,0,0,0,0,0,0,0,0,0,12,1,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
5,1,6,Blue,Orange,0,0,0,0,0,0,24,left,100,72,0,0,12,0,0,0,0,0,24,12,1,48,18,1,0,0,0,0,0,0,24,left,62,168,0,0,0,0,0,0,0,0,0,0,0,0,12,1,false,0,0,0,0,0,0,0,0,0,0,
5,2,1,Red,Blue,0,0,0,0,0,0,0,left,90.5,72,0,0,0,12,1,0,0,0,0,10,1,12,0,0,0,0,0,12,0,0,24,left,100,72,0,0,12,0,0,0,0,0,24,12,1,48,18,1,false,0,0,0,0,0,0,0,0,0,0,
5,2,3,Red,Yellow,0,12,1,0,10,1,0,left,90.5,72,0,0,0,12,1,0,0,0,0,10,1,12,0,0,0,0,0,0,0,0,48,left,83.5,48,0,0,0,0,0,0,12,1,0,12,1,12,22,2,false,5,5.5,1,1,0,0,0,0,0,0,
5,2,4,Red,Green,0,0,0,0,0,0,0,left,90.5,72,0,0,0,12,1,0,0,0,0,10,1,12,0,0,0,0,0,0,0,0,0,left,59.5,120,0,0,0,0,0,12,0,0,48,18,1,0,12,1,false,0,0,0,0,0,1,0,0,0,0.5,
5,2,5,Red,Purple,0,0,0,0,0,0,0,left,90.5,72,0,0,0,12,1,0,0,0,0,10,1,12,0,0,0,0,0,0,0,0,48,left,62,120,0,0,0,0,0,0,0,0,0,12,1,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
5,2,6,Red,Orange,0,0,0,0,0,0,0,left,90.5,72,0,0,0,12,1,0,0,0,0,10,1,12,0,0,0,0,0,0,0,0,24,left,62,168,0,0,0,0,0,0,0,0,0,0,0,0,12,1,false,0,0,0,0,0,0,0,0,0,0,
5,3,1,Yellow,Blue,0,0,0,0,0,0,48,left,83.5,48,0,0,0,0,0,0,12,1,0,12,1,12,22,2,0,0,0,12,12,1,24,left,100,72,0,0,12,0,0,0,0,0,24,12,1,48,18,1,false,0,0,0,0,0,0,0,0,0,0,
5,3,2,Yellow,Red,0,0,0,0,0,0,48,left,83.5,48,0,0,0,0,0,0,12,1,0,12,1,12,22,2,0,12,1,0,10,1,0,left,90.5,72,0,0,0,12,1,0,0,0,0,10,1,12,0,0,false,5.5,5,1,1,0,0,0,0,0,0,
5,3,4,Yellow,Green,0,0,0,0,12,1,48,left,83.5,48,0,0,0,0,0,0,12,1,0,12,1,12,22,2,0,0,0,0,0,0,0,left,59.5,120,0,0,0,0,0,12,0,0,48,18,1,0,12,1,false,0,0.5,0,0,0,0,0,1,0,0,
5,3,5,Yellow,Purple,0,0,0,0,0,0,48,left,83.5,48,0,0,0,0,0,0,12,1,0,12,1,12,22,2,0,0,0,0,0,0,48,left,62,120,0,0,0,0,0,0,0,0,0,12,1,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
5,3,6,Yellow,Orange,0,0,0,0,0,0,48,left,83.5,48,0,0,0,0,0,0,12,1,0,12,1,12,22,2,0,0,0,0,0,0,24,left,62,168,0,0,0,0,0,0,0,0,0,0,0,0,12,1,false,0,0,0,0,0,0,0,0,0,0,
5,4,1,Green,Blue,0,0,0,48,18,1,0,left,59.5,120,0,0,0,0,0,12,0,0,48,18,1,0,12,1,12,0,0,0,0,0,24,left,100,72,0,0,12,0,0,0,0,0,24,12,1,48,18,1,false,1,1,1,0,0,0,0,0,0,0,
5,4,2,Green,Red,0,0,0,0,0,0,0,left,59.5,120,0,0,0,0,0,12,0,0,48,18,1,0,12,1,0,0,0,0,0,0,0,left,90.5,72,0,0,0,12,1,0,0,0,0,10,1,12,0,0,false,0,0,0,0,1,0,0,0,0.5,0,
5,4,3,Green,Yellow,0,0,0,0,0,0,0,left,59.5,120,0,0,0,0,0,12,0,0,48,18,1,0,12,1,0,0,0,0,12,1,48,left,83.5,48,0,0,0,0,0,0,12,1,0,12,1,12,22,2,false,0.5,0,0,0,0,0,1,0,0,0,
5,4,5,Green,Purple,0,0,0,0,0,0,0,left,59.5,120,0,0,0,0,0,12,0,0,48,18,1,0,12,1,0,0,0,0,0,0,48,left,62,120,0,0,0,0,0,0,0,0,0,12,1,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
5,4,6,Green,Orange,0,0,0,0,0,0,0,left,59.5,120,0,0,0,0,0,12,0,0,48,18,1,0,12,1,0,0,0,0,0,0,24,left,62,168,0,0,0,0,0,0,0,0,0,0,0,0,12,1,false,0,0,0,0,0,0,0,0,0,0,
5,5,1,Purple,Blue,0,0,0,0,0,0,48,left,62,120,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,24,left,100,72,0,0,12,0,0,0,0,0,24,12,1,48,18,1,false,0,0,0,0,0,0,0,0,0,0,
5,5,2,Purple,Red,0,0,0,0,0,0,48,left,62,120,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,left,90.5,72,0,0,0,12,1,0,0,0,0,10,1,12,0,0,false,0,0,0,0,0,0,0,0,0,0,
5,5,3,Purple,Yellow,0,0,0,0,0,0,48,left,62,120,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,48,left,83.5,48,0,0,0,0,0,0,12,1,0,12,1,12,22,2,false,0,0,0,0,0,0,0,0,0,0,
5,5,4,Purple,Green,0,0,0,0,0,0,48,left,62,120,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,left,59.5,120,0,0,0,0,0,12,0,0,48,18,1,0,12,1,false,0,0,0,0,0,0,0,0,0,0,
5,5,6,Purple,Orange,0,0,0,0,12,1,48,left,62,120,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,24,left,62,168,0,0,0,0,0,0,0,0,0,0,0,0,12,1,false,22.5,22.5,1,0,0,0,0,0,0,0,
5,6,1,Orange,Blue,0,0,0,0,0,0,24,left,62,168,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,24,left,100,72,0,0,12,0,0,0,0,0,24,12,1,48,18,1,false,0,0,0,0,0,0,0,0,0,0,
5,6,2,Orange,Red,0,0,0,0,0,0,24,left,62,168,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,left,90.5,72,0,0,0,12,1,0,0,0,0,10,1,12,0,0,false,0,0,0,0,0,0,0,0,0,0,
5,6,3,Orange,Yellow,0,0,0,0,0,0,24,left,62,168,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,48,left,83.5,48,0,0,0,0,0,0,12,1,0,12,1,12,22,2,false,0,0,0,0,0,0,0,0,0,0,
5,6,4,Orange,Green,0,0,0,0,0,0,24,left,62,168,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,left,59.5,120,0,0,0,0,0,12,0,0,48,18,1,0,12,1,false,0,0,0,0,0,0,0,0,0,0,
5,6,5,Orange,Purple,0,0,0,0,0,0,24,left,62,168,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,12,1,48,left,62,120,0,0,0,0,0,0,0,0,0,12,1,0,0,0,false,22.5,22.5,0,1,0,0,0,0,0,0,
6,1,2,Blue,Red,0,0,0,12,0,0,24,left,100,96,0,0,0,0,0,0,0,0,36,12,1,48,18,1,0,0,0,0,0,0,48,left,70.5,72,0,0,0,0,0,0,0,0,0,22,2,12,0,0,false,0,0,0,0,0,0,0,0,0,0,
6,1,3,Blue,Yellow,0,0,0,12,12,1,24,left,100,96,0,0,0,0,0,0,0,0,36,12,1,48,18,1,0,0,0,0,0,0,24,left,85,96,0,0,0,0,0,0,0,0,0,12,1,12,34,3,false,0,0,0,0,0,0,0,0,0,0,
6,1,4,Blue,Green,0,0,0,12,0,0,24,left,100,96,0,0,0,0,0,0,0,0,36,12,1,48,18,1,0,0,0,48,18,1,24,left,42,120,0,0,0,0,0,0,0,0,48,18,1,12,12,1,false,0,0,0,0,0,0,0,0,0,0,
6,1,5,Blue,Purple,0,0,0,0,0,0,24,left,100,96,0,0,0,0,0,0,0,0,36,12,1,48,18,1,0,0,0,0,0,0,48,left,58.5,168,0,0,11,0,0,0,0,0,0,12,1,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
6,1,6,Blue,Orange,0,0,0,0,0,0,24,left,100,96,0,0,0,0,0,0,0,0,36,12,1,48,18,1,0,0,0,0,0,0,24,left,58.5,192,0,0,0,0,0,11,0,0,0,0,0,0,12,1,false,0,0,0,0,0,0,0,0,0,0,
6,2,1,Red,Blue,0,0,0,0,0,0,48,left,70.5,72,0,0,0,0,0,0,0,0,0,22,2,12,0,0,0,0,0,12,0,0,24,left,100,96,0,0,0,0,0,0,0,0,36,12,1,48,18,1,false,0,0,0,0,0,0,0,0,0,0,
6,2,3,Red,Yellow,0,0,0,0,22,2,48,left,70.5,72,0,0,0,0,0,0,0,0,0,22,2,12,0,0,0,0,0,0,0,0,24,left,85,96,0,0,0,0,0,0,0,0,0,12,1,12,34,3,false,0,2.5,0,0,0,0,0,1,0,0,
6,2,4,Red,Green,0,0,0,0,0,0,48,left,70.5,72,0,0,0,0,0,0,0,0,0,22,2,12,0,0,0,0,0,0,0,0,24,left,42,120,0,0,0,0,0,0,0,0,48,18,1,12,12,1,false,24,21.5,0,1,0,0,0,0,0,0,
6,2,5,Red,Purple,0,0,0,0,0,0,48,left,70.5,72,0,0,0,0,0,0,0,0,0,22,2,12,0,0,0,0,0,0,0,0,48,left,58.5,168,0,0,11,0,0,0,0,0,0,12,1,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
6,2,6,Red,Orange,0,0,0,0,0,0,48,left,70.5,72,0,0,0,0,0,0,0,0,0,22,2,12,0,0,0,0,0,0,0,0,24,left,58.5,192,0,0,0,0,0,11,0,0,0,0,0,0,12,1,false,0,0,0,0,0,0,0,0,0,0,
6,3,1,Yellow,Blue,0,0,0,0,0,0,24,left,85,96,0,0,0,0,0,0,0,0,0,12,1,12,34,3,0,0,0,12,12,1,24,left,100,96,0,0,0,0,0,0,0,0,36,12,1,48,18,1,false,0,0,0,0,0,0,0,0,0,0,
6,3,2,Yellow,Red,0,0,0,0,0,0,24,left,85,96,0,0,0,0,0,0,0,0,0,12,1,12,34,3,0,0,0,0,22,2,48,left,70.5,72,0,0,0,0,0,0,0,0,0,22,2,12,0,0,false,2.5,0,0,0,0,0,1,0,0,0,
6,3,4,Yellow,Green,0,0,0,0,12,1,24,left,85,96,0,0,0,0,0,0,0,0,0,12,1,12,34,3,0,0,0,0,0,0,24,left,42,120,0,0,0,0,0,0,0,0,48,18,1,12,12,1,false,0,0,0,0,1,0,0,0,2.5,0,
6,3,5,Yellow,Purple,0,0,0,0,0,0,24,left,85,96,0,0,0,0,0,0,0,0,0,12,1,12,34,3,0,0,0,0,0,0,48,left,58.5,168,0,0,11,0,0,0,0,0,0,12,1,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
6,3,6,Yellow,Orange,0,0,0,0,0,0,24,left,85,96,0,0,0,0,0,0,0,0,0,12,1,12,34,3,0,0,0,0,0,0,24,left,58.5,192,0,0,0,0,0,11,0,0,0,0,0,0,12,1,false,0,0,0,0,0,0,0,0,0,0,
6,4,1,Green,Blue,0,0,0,48,18,1,24,left,42,120,0,0,0,0,0,0,0,0,48,18,1,12,12,1,0,0,0,12,0,0,24,left,100,96,0,0,0,0,0,0,0,0,36,12,1,48,18,1,false,0,0,0,0,0,0,0,0,0,0,
6,4,2,Green,Red,0,0,0,0,0,0,24,left,42,120,0,0,0,0,0,0,0,0,48,18,1,12,12,1,0,0,0,0,0,0,48,left,70.5,72,0,0,0,0,0,0,0,0,0,22,2,12,0,0,false,21.5,24,1,0,0,0,0,0,0,0,
6,4,3,Green,Yellow,0,0,0,0,0,0,24,left,42,120,0,0,0,0,0,0,0,0,48,18,1,12,12,1,0,0,0,0,12,1,24,left,85,96,0,0,0,0,0,0,0,0,0,12,1,12,34,3,false,0,0,0,0,0,1,0,0,0,2.5,
6,4,5,Green,Purple,0,0,0,0,0,0,24,left,42,120,0,0,0,0,0,0,0,0,48,18,1,12,12,1,0,0,0,0,0,0,48,left,58.5,168,0,0,11,0,0,0,0,0,0,12,1,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
6,4,6,Green,Orange,0,0,0,0,0,0,24,left,42,120,0,0,0,0,0,0,0,0,48,18,1,12,12,1,0,0,0,0,0,0,24,left,58.5,192,0,0,0,0,0,11,0,0,0,0,0,0,12,1,false,0,0,0,0,0,0,0,0,0,0,
6,5,1,Purple,Blue,0,0,0,0,0,0,48,left,58.5,168,0,0,11,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,24,left,100,96,0,0,0,0,0,0,0,0,36,12,1,48,18,1,false,0,0,0,0,0,0,0,0,0,0,
6,5,2,Purple,Red,0,0,0,0,0,0,48,left,58.5,168,0,0,11,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,48,left,70.5,72,0,0,0,0,0,0,0,0,0,22,2,12,0,0,false,0,0,0,0,0,0,0,0,0,0,
6,5,3,Purple,Yellow,0,0,0,0,0,0,48,left,58.5,168,0,0,11,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,24,left,85,96,0,0,0,0,0,0,0,0,0,12,1,12,34,3,false,0,0,0,0,0,0,0,0,0,0,
6,5,4,Purple,Green,0,0,0,0,0,0,48,left,58.5,168,0,0,11,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,24,left,42,120,0,0,0,0,0,0,0,0,48,18,1,12,12,1,false,0,0,0,0,0,0,0,0,0,0,
6,5,6,Purple,Orange,11,0,0,0,12,1,48,left,58.5,168,0,0,11,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,24,left,58.5,192,0,0,0,0,0,11,0,0,0,0,0,0,12,1,false,7.5,7.5,1,0,0,0,0,0,0,0,
6,6,1,Orange,Blue,0,0,0,0,0,0,24,left,58.5,192,0,0,0,0,0,11,0,0,0,0,0,0,12,1,0,0,0,0,0,0,24,left,100,96,0,0,0,0,0,0,0,0,36,12,1,48,18,1,false,0,0,0,0,0,0,0,0,0,0,
6,6,2,Orange,Red,0,0,0,0,0,0,24,left,58.5,192,0,0,0,0,0,11,0,0,0,0,0,0,12,1,0,0,0,0,0,0,48,left,70.5,72,0,0,0,0,0,0,0,0,0,22,2,12,0,0,false,0,0,0,0,0,0,0,0,0,0,
6,6,3,Orange,Yellow,0,0,0,0,0,0,24,left,58.5,192,0,0,0,0,0,11,0,0,0,0,0,0,12,1,0,0,0,0,0,0,24,left,85,96,0,0,0,0,0,0,0,0,0,12,1,12,34,3,false,0,0,0,0,0,0,0,0,0,0,
6,6,4,Orange,Green,0,0,0,0,0,0,24,left,58.5,192,0,0,0,0,0,11,0,0,0,0,0,0,12,1,0,0,0,0,0,0,24,left,42,120,0,0,0,0,0,0,0,0,48,18,1,12,12,1,false,0,0,0,0,0,0,0,0,0,0,
6,6,5,Orange,Purple,0,0,0,0,0,0,24,left,58.5,192,0,0,0,0,0,11,0,0,0,0,0,0,12,1,11,0,0,0,12,1,48,left,58.5,168,0,0,11,0,0,0,0,0,0,12,1,0,0,0,false,7.5,7.5,0,1,0,0,0,0,0,0,
